0,1,2,3,4,5,6,7,8,9,10
99.56,27.64,41.33,4.92,52.63,13.25,47.36,31.23,800.94,6.64,594899968.0
98.08,25.64,40.04,4.94,52.63,13.07,44.4,30.97,800.12,6.26,562499968.0
99.31,26.16,40.37,5.16,52.99,13.39,44.9,30.92,798.92,6.3,519300000.0
99.93,26.36,40.84,5.27,53.38,13.39,45.9,31.22,797.25,6.47,477000000.0
101.45,26.69,41.63,5.36,53.91,13.92,48.41,31.58,806.93,6.61,518400000.0
102.29,27.19,41.12,5.37,54.01,13.99,48.49,31.63,805.23,6.68,473400000.0
102.7,26.43,39.86,5.41,54.14,14.05,47.81,31.53,807.48,6.6,459000000.0
101.94,26.61,40.2,5.17,53.97,13.7,47.12,31.17,808.49,6.49,431100000.0
101.87,31.15,40.63,5.24,54.23,13.76,47.27,31.31,808.2,6.58,412200000.0
102.11,31.16,40.73,5.02,53.89,13.79,47.1,31.21,807.05,6.73,412200000.0
103.34,31.66,40.83,5.17,54.06,13.89,48.01,31.52,805.96,6.95,434700000.0
103.24,31.85,41.21,5.3,53.76,14.03,47.99,31.79,801.19,6.78,411300000.0
103.09,31.62,41.57,5.32,53.87,14.01,48.18,31.62,805.42,6.68,398700000.0
102.96,31.5,41.38,5.26,53.91,14.02,47.6,31.57,802.75,7.04,393300000.0
103.22,31.54,41.26,5.32,53.93,14.08,47.09,31.81,799.65,7.62,378000000.0
102.42,30.79,41.5,5.15,53.98,14.04,46.95,31.92,796.95,7.58,355500000.0
102.74,31.3,42.28,5.23,54.18,14.2,47.49,31.96,796.59,7.67,341100000.0
101.97,31.09,42.15,5.02,54.24,14.24,47.6,31.73,793.6,7.43,418500000.0
101.53,30.72,42.06,5.02,54.45,14.36,47.53,31.68,791.3,7.47,429300000.0
100.94,30.18,41.98,4.85,54.31,14.6,46.87,31.83,793.22,7.67,384300000.0
100.82,30.28,42.05,5.0,54.38,14.65,46.95,32.09,795.82,7.59,360900000.0
100.05,29.89,42.25,4.85,54.18,14.97,50.99,32.23,791.92,7.49,357300000.0
100.14,28.31,42.6,4.69,53.78,15.0,50.41,32.4,789.85,7.4,356400000.0
100.74,28.44,43.4,4.8,53.9,14.85,50.89,32.52,791.4,7.35,363600000.0
101.68,28.67,41.35,4.99,53.98,14.87,51.09,32.57,796.87,7.51,362700000.0
101.66,28.29,40.88,5.1,53.92,14.66,51.14,33.02,808.02,7.34,369000000.0
102.28,29.1,40.37,5.02,53.97,14.59,53.68,32.92,807.99,6.84,366300000.0
99.6,28.17,39.98,4.94,53.75,14.74,54.36,32.9,802.84,6.23,364500000.0
97.34,27.77,39.55,4.62,52.61,14.63,52.45,31.99,788.48,5.9,351000000.0
99.52,27.9,40.3,4.81,53.4,14.77,53.25,32.57,798.82,5.94,361800000.0
101.89,27.43,40.67,4.41,52.91,14.61,51.64,32.15,788.72,5.74,342000000.0
105.5,27.85,41.2,4.47,52.66,14.52,51.0,32.16,790.46,6.04,342900000.0
109.08,28.13,41.42,4.48,53.53,14.56,51.71,33.01,801.23,6.02,317700000.0
108.47,28.11,41.22,4.48,53.58,14.39,51.0,34.01,797.97,6.05,305100000.0
107.21,27.86,40.91,4.53,53.29,14.49,50.96,33.55,795.39,6.16,280800000.0
107.2,27.65,41.17,4.55,53.17,14.5,50.31,33.53,799.78,6.17,304200000.0
107.18,28.48,40.84,4.87,54.06,14.54,50.23,33.81,805.03,6.29,332100000.0
108.19,28.68,41.75,4.83,54.12,14.5,51.04,33.9,815.95,6.37,320400000.0
106.38,28.96,42.12,4.83,53.75,14.42,50.95,33.57,814.96,6.55,306000000.0
106.54,28.66,41.42,4.79,53.26,14.02,49.45,33.09,802.65,6.32,301500000.0
106.74,28.95,43.09,4.85,54.24,14.21,50.41,33.57,810.73,6.54,288900000.0
107.55,28.55,43.48,5.03,54.31,14.29,50.66,33.8,810.06,6.59,300600000.0
105.88,28.51,43.01,4.93,53.73,14.09,51.14,33.69,802.64,6.67,330300000.0
106.7,29.3,43.51,4.9,53.91,14.54,52.47,34.08,804.06,6.91,313200000.0
106.2,28.7,43.79,5.04,53.74,14.52,53.25,34.0,800.38,6.95,310500000.0
106.66,28.92,43.84,4.85,53.58,14.68,53.73,33.89,802.79,6.97,297000000.0
106.7,29.55,43.47,4.93,53.95,14.97,53.82,34.3,801.23,6.78,297000000.0
107.5,29.8,43.52,4.91,54.04,15.07,53.98,34.37,803.08,6.96,298800000.0
107.66,30.09,42.56,4.96,54.1,14.99,52.82,34.4,800.71,6.75,288900000.0
109.54,29.69,42.34,5.25,54.32,15.15,54.2,34.32,814.17,6.84,300600000.0
109.77,29.45,41.76,5.15,53.53,14.97,53.52,33.65,809.57,6.5,278100000.0
110.75,29.69,41.62,5.18,53.45,14.9,52.88,33.52,811.77,6.62,269100000.0
110.41,29.11,41.7,4.93,53.28,14.71,53.69,33.38,804.08,6.49,252900000.0
111.03,28.13,41.13,4.97,53.74,14.87,53.2,33.81,804.6,6.75,240300000.0
110.95,27.75,41.1,5.06,53.56,14.91,53.03,33.67,806.84,6.67,234000000.0
110.88,27.84,41.46,5.2,53.97,15.11,53.68,34.08,821.49,6.73,234900000.0
110.55,28.15,41.55,5.2,53.85,15.3,55.44,32.06,826.84,6.77,239400000.0
110.49,28.37,42.07,5.37,53.58,15.39,56.57,31.99,821.63,6.96,270000000.0
110.06,28.88,41.63,5.58,55.84,15.49,55.6,31.73,824.06,6.52,252900000.0
111.05,28.98,41.89,5.78,57.09,15.58,55.04,31.83,835.74,7.01,242100000.0
111.61,28.42,41.82,6.05,57.09,15.54,54.63,31.69,828.55,7.5,247500000.0
109.1,28.43,42.02,6.16,56.75,15.68,53.98,31.53,822.1,7.29,240300000.0
108.05,27.92,41.47,6.19,56.25,15.71,54.42,31.43,817.35,7.11,237600000.0
107.34,28.13,43.18,6.15,56.04,15.5,55.11,31.36,819.56,7.2,234000000.0
107.17,28.86,43.76,6.16,56.08,15.33,56.23,31.48,809.9,7.23,225900000.0
105.23,29.14,43.16,6.15,55.97,15.43,56.0,31.16,805.48,7.09,226800000.0
105.33,29.18,43.02,5.99,55.63,15.31,56.14,31.24,788.42,6.76,194400000.0
104.2,29.18,43.07,6.02,55.42,15.31,55.94,30.86,782.19,6.7,207000000.0
103.26,29.15,42.82,5.94,54.95,15.38,57.23,30.57,781.1,6.56,194400000.0
104.75,29.87,43.66,6.39,56.55,15.81,58.53,31.55,802.03,6.96,198900000.0
105.36,29.95,44.4,6.72,56.6,15.8,59.31,31.6,811.98,7.0,208800000.0
105.19,30.36,43.99,6.91,56.32,16.7,60.13,31.61,805.59,6.94,211500000.0
102.26,32.06,44.49,7.13,54.94,17.43,59.94,31.38,780.29,6.3,263700000.0
102.87,32.71,44.4,6.85,55.24,17.67,60.25,31.48,771.75,6.69,254700000.0
100.29,32.87,45.26,6.85,54.4,18.66,62.94,31.36,753.22,6.79,306000000.0
101.62,32.74,45.43,6.52,55.47,18.73,66.06,31.76,775.16,6.97,485100000.0
104.35,33.09,45.4,6.51,56.21,18.35,65.5,31.69,779.98,7.67,548099968.0
104.31,34.05,45.9,6.51,57.14,18.66,67.86,31.86,786.16,8.46,391500000.0
104.42,34.03,45.9,6.45,56.87,18.58,68.29,31.79,775.97,8.71,347400000.0
106.0,34.16,45.69,6.82,57.35,18.89,68.99,31.82,784.8,8.94,296100000.0
106.07,35.17,46.46,7.38,57.59,18.86,69.5,32.27,785.0,8.69,308700000.0
105.53,35.52,46.93,7.47,56.91,19.1,69.88,32.02,779.0,8.8,305100000.0
106.06,34.91,47.16,7.5,57.04,19.38,70.09,32.24,780.23,8.77,288900000.0
105.85,34.11,46.72,8.11,57.11,18.86,69.25,32.3,785.79,8.83,270000000.0
105.74,33.61,47.76,7.62,57.57,18.85,69.72,32.12,789.44,8.93,277200000.0
104.85,33.38,46.13,7.56,56.78,19.7,68.95,31.56,775.88,8.91,287100000.0
103.88,33.55,44.76,7.31,55.78,20.05,68.47,30.71,764.33,8.39,280800000.0
104.26,33.6,45.23,7.56,55.83,19.8,69.27,31.07,764.46,8.53,273600000.0
103.51,33.15,46.33,7.76,56.75,20.37,68.26,31.28,778.22,8.68,279900000.0
104.31,33.54,47.18,7.9,56.49,20.67,70.97,31.58,776.18,9.45,270900000.0
105.34,34.15,47.71,8.21,57.83,21.05,72.43,32.29,791.47,9.56,270000000.0
106.37,34.07,47.49,8.01,57.49,21.4,72.74,32.47,795.17,10.34,265500000.0
108.11,33.57,47.87,7.87,58.39,21.54,75.17,32.53,809.45,10.34,268200000.0
107.49,32.0,46.78,7.89,58.58,21.09,73.24,32.72,807.9,10.68,256500000.0
109.28,32.5,46.8,7.61,59.35,21.09,72.55,33.47,815.34,10.54,247500000.0
109.28,32.06,47.03,7.42,59.06,21.14,72.94,33.25,817.89,10.55,215100000.0
109.88,32.05,47.53,7.57,58.97,21.6,74.79,33.47,815.65,10.86,270000000.0
110.02,29.92,46.22,7.32,58.71,21.13,74.42,33.03,809.84,10.66,250200000.0
110.66,29.54,46.05,6.92,59.95,20.97,74.48,33.56,812.5,10.95,243000000.0
110.95,30.3,47.1,7.08,59.87,21.18,76.05,33.85,815.2,11.51,236700000.0
111.06,29.95,47.64,7.09,59.87,21.11,75.72,33.64,812.2,11.47,236700000.0
110.33,28.88,47.03,6.98,59.88,21.02,74.19,33.59,809.68,11.6,230400000.0
110.54,29.13,47.59,6.91,59.59,21.08,74.79,33.63,807.8,11.58,218700000.0
111.25,29.17,47.24,7.08,59.63,21.09,74.67,33.72,809.93,12.07,217800000.0
110.77,28.97,46.83,7.19,59.36,20.83,73.53,33.32,804.57,11.55,211500000.0
110.74,28.97,46.66,7.09,59.27,20.52,73.28,33.35,802.88,11.59,208800000.0
109.88,28.59,46.72,6.83,58.55,20.61,72.88,32.99,792.45,11.34,202500000.0
110.19,28.13,46.79,7.21,58.97,21.01,72.71,33.29,808.01,11.43,210600000.0
110.07,28.61,47.4,7.21,58.71,21.4,73.02,33.12,807.77,11.43,215100000.0
110.63,24.64,48.2,7.44,58.71,21.15,70.93,33.06,813.02,11.24,218700000.0
111.86,24.61,48.15,7.16,59.21,21.15,71.37,33.18,825.21,11.32,220500000.0
112.89,24.32,48.18,7.37,59.03,21.03,71.28,33.3,827.18,11.49,211500000.0
113.0,24.19,48.68,8.03,59.01,21.4,73.66,33.24,826.01,11.44,205200000.0
113.61,23.91,48.96,8.34,59.54,21.52,75.04,33.61,829.86,11.2,209700000.0
113.13,23.94,48.14,8.46,59.0,21.38,74.0,33.39,829.53,10.76,204300000.0
112.94,23.86,47.97,8.59,59.08,21.46,74.32,33.47,830.94,10.58,225000000.0
113.85,23.87,47.64,8.52,58.92,20.57,73.74,33.47,827.46,9.82,207900000.0
113.84,23.5,48.1,8.91,58.89,21.11,74.0,33.44,829.02,9.88,213300000.0
113.64,23.51,47.97,8.78,58.71,21.01,74.02,33.27,824.37,9.77,214200000.0
113.85,23.71,47.83,8.99,59.12,21.12,75.24,33.6,828.17,9.75,214200000.0
113.92,23.66,48.25,9.42,59.33,21.04,72.75,33.45,844.43,9.91,208800000.0
113.82,23.94,48.93,9.64,59.85,21.4,73.18,34.22,849.53,10.44,207000000.0
115.63,24.07,50.1,9.66,60.01,21.8,73.59,34.38,858.45,10.35,208800000.0
115.69,23.89,51.09,9.52,60.56,21.86,75.38,34.17,856.98,10.52,206100000.0
115.7,23.24,50.51,9.56,61.98,21.79,74.42,34.55,845.03,10.67,192600000.0
115.39,23.57,49.93,9.24,61.37,21.4,71.72,34.04,823.83,10.61,182700000.0
115.13,23.58,49.7,9.12,60.92,21.12,70.47,33.49,820.19,10.37,198900000.0
122.15,23.32,49.78,9.39,59.91,21.35,71.48,33.22,815.24,12.06,190800000.0
121.94,24.53,49.63,9.34,59.53,21.19,72.14,33.37,818.26,12.28,187200000.0
122.46,26.1,49.61,8.72,60.01,21.72,73.06,33.46,820.13,12.24,187200000.0
123.61,25.38,49.81,8.57,59.97,21.56,73.5,33.23,821.62,13.63,200700000.0
124.78,24.91,49.76,8.63,59.77,21.36,71.29,33.3,829.23,13.29,190800000.0
125.27,25.53,49.89,8.76,59.69,21.14,71.7,33.33,829.88,13.56,188100000.0
126.17,25.84,50.53,8.93,60.36,21.56,72.98,32.49,830.06,13.42,188100000.0
125.89,25.54,50.48,9.37,60.31,21.53,72.6,32.38,834.85,13.58,187200000.0
127.0,26.01,50.67,10.16,60.99,21.82,73.84,32.8,838.96,13.49,189900000.0
128.65,26.09,50.59,10.0,61.21,22.44,73.74,32.92,840.03,13.26,194400000.0
129.12,26.14,50.68,9.96,61.18,22.93,75.75,33.03,837.32,13.3,197100000.0
128.97,25.4,50.28,9.73,61.17,22.93,75.67,33.36,842.17,12.97,270000000.0
129.32,25.79,49.72,9.83,61.26,22.87,75.96,33.42,846.55,13.13,289800000.0
130.25,25.78,50.16,10.32,61.14,23.11,75.41,33.46,849.27,14.0,241200000.0
130.64,25.84,50.12,10.07,61.01,23.12,75.43,33.04,851.36,14.28,216000000.0
130.09,25.9,50.5,9.63,61.26,22.93,74.56,33.15,851.0,14.32,203400000.0
130.21,26.48,50.6,9.43,61.26,22.6,75.08,33.47,847.81,14.12,215100000.0
130.47,26.8,50.62,9.51,60.89,22.92,75.28,33.45,849.67,15.2,200700000.0
130.53,26.52,50.53,9.28,60.65,23.02,74.09,33.16,844.93,14.46,193500000.0
133.2,26.31,51.02,9.58,61.56,23.86,75.39,32.92,856.75,14.96,187200000.0
132.41,26.52,51.09,8.93,60.68,23.6,73.28,32.9,849.85,13.9,174600000.0
133.19,25.36,50.32,9.12,60.91,23.8,75.59,32.89,849.08,13.03,184500000.0
132.77,24.5,50.34,8.91,60.93,23.62,73.14,32.59,847.27,13.04,170100000.0
132.94,24.6,50.15,8.9,61.05,23.58,72.64,32.8,851.15,13.05,150300000.0
132.44,25.36,50.15,8.48,61.61,23.63,73.44,32.63,853.64,13.22,141300000.0
132.14,25.17,50.75,8.48,61.36,23.72,72.54,32.82,857.84,13.33,128700000.0
132.58,25.33,51.66,8.49,61.55,23.68,72.34,32.9,861.41,13.91,122400000.0
132.63,24.97,51.57,8.82,61.35,23.67,69.85,32.21,864.58,14.28,110700000.0
132.43,25.01,51.46,8.84,61.06,23.69,66.55,32.23,865.91,14.1,105300000.0
133.83,24.5,51.81,9.57,61.38,23.56,68.17,32.16,868.39,13.98,94500000.0
134.05,24.57,51.96,9.35,61.28,23.59,67.56,32.19,870.0,13.65,198000000.0
133.39,24.68,52.05,9.08,61.5,23.26,66.79,32.31,872.37,13.49,177300000.0
134.79,23.73,52.16,9.22,61.55,22.86,67.49,32.46,867.91,14.4,123300000.0
133.24,22.96,52.19,8.46,60.87,21.54,65.28,32.1,850.14,13.82,118800000.0
134.75,22.92,52.64,8.54,61.65,21.46,66.95,32.4,849.8,14.1,117000000.0
134.27,22.84,52.85,8.35,61.5,21.58,67.5,32.31,839.65,13.79,99900000.0
134.01,22.76,52.92,8.33,61.6,21.63,67.93,32.21,835.14,13.7,104400000.0
134.23,22.57,53.16,8.37,61.72,21.54,68.37,32.42,838.51,13.7,110700000.0
137.02,23.07,53.51,8.49,61.9,21.97,70.74,32.61,840.63,13.69,102600000.0
137.32,23.65,53.24,8.62,62.07,21.84,69.85,32.59,849.87,13.71,101700000.0
137.14,23.8,53.54,8.55,62.29,22.33,70.78,32.75,849.48,14.05,94500000.0
136.88,23.95,53.2,8.51,62.44,22.07,70.64,33.04,847.8,14.55,97200000.0
136.92,23.95,53.03,8.5,62.14,22.07,71.35,33.13,856.75,14.64,96300000.0
137.94,23.34,52.95,8.84,62.31,21.93,69.76,33.24,852.57,14.16,97200000.0
137.23,23.29,53.1,8.45,62.15,21.68,70.06,33.18,848.91,14.17,77400000.0
136.88,23.77,53.33,8.21,62.31,21.76,70.22,33.01,845.1,13.27,58500000.0
136.58,23.51,52.93,8.27,62.27,21.67,70.88,33.01,842.1,13.52,45000000.0
136.42,23.85,52.77,8.28,62.12,21.54,71.52,32.8,841.7,13.1,46800000.0
134.95,24.01,52.18,8.2,62.08,21.44,70.71,32.74,839.88,13.1,45000000.0
135.11,23.57,52.13,7.83,61.84,21.19,69.93,32.64,841.46,12.76,54900000.0
134.4,23.57,51.9,7.81,61.57,20.9,69.07,32.29,840.18,12.31,51300000.0
135.14,23.29,52.79,7.89,62.08,21.34,70.77,32.5,855.13,12.79,46800000.0
134.54,23.2,52.71,7.68,61.99,21.25,67.75,32.77,853.99,12.95,47700000.0
134.04,23.5,52.99,7.63,61.66,21.27,69.29,32.9,856.51,12.84,48600000.0
135.72,24.25,53.47,7.9,62.09,21.58,69.8,33.15,860.08,13.11,46800000.0
135.56,23.82,53.24,7.95,62.95,21.25,69.56,33.27,858.95,13.0,47700000.0
136.86,23.59,53.84,8.1,64.02,22.11,71.0,33.67,878.93,13.13,35100000.0
137.71,23.66,54.21,8.29,64.39,22.43,70.97,33.78,888.84,13.49,36000000.0
136.9,23.78,54.68,8.09,64.3,22.35,71.33,33.83,889.14,13.41,36000000.0
137.01,23.84,55.07,7.8,64.72,22.12,70.7,34.29,891.44,13.62,33300000.0
136.87,23.61,55.78,7.95,64.9,21.83,70.21,33.12,924.52,13.3,26100000.0
139.67,23.32,56.49,8.04,65.8,22.09,70.27,33.26,932.82,13.62,19800000.0
140.55,23.84,56.62,8.17,65.7,22.01,73.94,33.87,937.09,10.32,19800000.0
140.12,23.56,56.57,7.74,65.49,22.24,74.21,34.13,948.45,10.39,19800000.0
139.62,23.37,56.86,7.36,65.23,22.31,74.91,34.01,954.72,10.1,19800000.0
141.93,23.41,56.91,7.57,65.41,22.21,75.3,33.98,950.28,10.19,19800000.0
145.79,23.17,56.65,7.53,65.36,22.41,74.98,33.72,958.69,10.04,19800000.0
146.73,23.67,57.09,7.65,65.45,22.43,78.55,33.57,956.71,10.18,18900000.0
146.03,23.71,56.12,7.74,65.71,22.59,78.55,33.23,954.84,10.79,16200000.0
147.29,19.67,55.98,7.72,64.9,22.52,77.36,32.94,955.89,11.07,8235000.0
149.35,19.08,55.26,7.65,64.83,22.45,76.41,32.79,955.14,11.26,6525000.0
148.97,18.75,55.0,7.88,64.87,22.51,77.79,32.88,959.22,11.42,4320000.0
148.75,18.44,55.27,8.12,66.18,22.44,79.06,33.06,964.61,12.75,4410000.0
143.75,18.59,53.96,7.91,64.34,21.11,76.18,32.34,942.17,11.2,3915000.0
145.94,18.39,55.12,7.41,64.56,21.27,75.98,32.51,950.5,11.28,3105000.0
146.44,18.59,55.54,7.8,64.54,21.56,77.98,32.67,954.65,11.41,3015000.0
147.33,18.92,56.03,7.86,65.26,21.55,78.92,33.01,964.07,11.04,2295000.0
147.15,18.62,55.92,7.99,65.48,21.88,79.03,33.1,970.55,10.89,2160000.0
146.71,18.73,56.37,7.84,65.57,21.85,78.94,33.34,977.61,10.89,1845000.0
147.22,18.87,57.05,7.85,66.38,21.75,81.41,33.47,991.86,10.98,1755000.0
146.97,18.94,57.59,7.9,66.7,21.74,81.25,33.47,993.27,11.0,1665000.0
147.03,19.07,57.93,8.11,67.13,21.43,79.25,33.39,996.17,11.12,1755000.0
